workorder,open,close,tail,airframe,ata,label,label_id,cleaned_problem,original_problem,date,ata2,original_action
1160742,1/30/17,1/30/17,N677ND,C172,7200,engine run rough,c_24,ENGINE STARTED MAKING ABNORMAL SOUND IN FLIGHT. ABNORMAL VIB,ENGINE STARTED MAKING ABNORMAL SOUND IN FLIGHT. ABNORMAL VIB,1/30/17,7200,"RAN UP A/C, COULD NOT DUPLICATE IRREGULOR SOUNDS OR VIB"
1160745,1/30/17,1/30/17,N539ND,C172,7230,baffle crack/damage/loose/miss,c_4,"FWD BAFFLE, L/H BOTTOM RUBBING W/ MUFFLER.","FWD BAFFLE, L/H BOTTOM RUBBING W/ MUFFLER.",1/30/17,7230,"RESECURED BAFFLE W/ MUFFLER W/ RED RTV, NO DEFECT NOTED"
1160758,1/31/17,1/31/17,N582ND,SEMI,7230,intake gasket leak/damage,c_28,"#1, 2, 3, 4 INTAKES LEAKING ON R/H ENGINE.","#1, 2, 3, 4 INTAKES LEAKING ON R/H ENGINE.",1/31/17,7230,REMOVED & REPLACED GASKETS.
1160758,1/31/17,1/31/17,N582ND,SEMI,7230,intake gasket leak/damage,c_28,"#2, 3 INTAKES LEAKING ON L/H ENGINE.","#2, 3 INTAKES LEAKING ON L/H ENGINE.",1/31/17,7230,REMOVED & REPLACED W/ NEW GASKETS.
1160761,1/31/17,8/2/17,N8363C,H30G,7200,engine run rough,c_24,L/H LOWER ENGINE COWL CAM LOCK MISSING LOCK WASHER.,L/H LOWER ENGINE COWL CAM LOCK MISSING LOCK WASHER.,2/2/17,7200,INSTALLED LOCK WASHER ON CAM LOCK.
1160765,1/31/17,1/31/17,N732ND,ARCH,7200,engine failure/fire/time out,c_21,ENGINE DIED AT IDLE DURING TAXI 3 TIMES. COULD NOT START AFT,ENGINE DIED AT IDLE DURING TAXI 3 TIMES. COULD NOT START AFT,1/31/17,7200,"PERFORMED GROUND RUN, FOUND ENGINE IDLING TOO LOW. ADJU"
1160772,1/31/17,1/2/17,N579ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE LEAKING.,#4 INTAKE LEAKING.,1/31/17,7230,REMOVED & REPLACED GASKET.
1160777,1/31/17,1/2/17,N527ND,C172,7310,oil leak/pressure issue,c_34,OIL PRESSURE LINE SUPPORT BRACKET/FUEL FLOW TRANSDUCER WIRE,OIL PRESSURE LINE SUPPORT BRACKET/FUEL FLOW TRANSDUCER WIRE,1/2/17,7230,INSTALLED BRACKET.
1160777,1/31/17,1/2/17,N527ND,C172,7310,mixture fail/need adjust,c_31,FUEL LINE SUPPORT BRACKET (OFF #2 EXH PUSH ROD TUBE) MISSING,FUEL LINE SUPPORT BRACKET (OFF #2 EXH PUSH ROD TUBE) MISSING,1/2/17,7230,INSTALLED BRACKET.
1160786,1/2/17,1/2/17,N561ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 ROCKER COVER LEAKING.,#2 ROCKER COVER LEAKING.,1/2/17,7230,REMOVED & REPLACED GASKET.
1160789,1/2/17,1/2/17,N528ND,C172,7230,intake gasket leak/damage,c_28,#2 CYL INTAKE GASKET LEAKING.,#2 CYL INTAKE GASKET LEAKING.,1/2/17,7230,REMOVED & REPLACED GASKET.
1160789,1/2/17,1/2/17,N528ND,C172,7230,spark plug need repair/replace,c_39,BOTH BAFFLE SPARK PLUG ACCESS HOLES DAMAGED.,BOTH BAFFLE SPARK PLUG ACCESS HOLES DAMAGED.,1/2/17,7230,INSTALLED DOUBLER PLATES. REMOVED & REPLACED BAFFLE PLU
1160805,1/2/17,1/2/17,N574ND,C172,7230,intake gasket leak/damage,c_28,#1 INTAKE LEAKING.,#1 INTAKE LEAKING.,1/2/17,7230,REMOVED & REPLACED GASKET.
1160831,2/2/17,7/2/17,N695ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENG #4 INTAKE LEAKING.,L/H ENG #4 INTAKE LEAKING.,2/2/17,7230,REMOVED & REPLACED GASKET.
1160831,2/2/17,7/2/17,N695ND,SEMI,7230,intake gasket leak/damage,c_28,"R/H ENG #3, 4 INTAKES LEAKING.","R/H ENG #3, 4 INTAKES LEAKING.",2/2/17,7230,REMOVED & REPLACED GASKETS.
1160846,2/2/17,2/2/17,N550ND,C172,7200,engine need repair/reinstall/clean,c_23,"DURING RUN UP, ENGINE SHUT DOWN. RESTARTED & HAD FLAMES COMI","DURING RUN UP, ENGINE SHUT DOWN. RESTARTED & HAD FLAMES COMI",2/2/17,7200,"NSPECTED ENGINE, PERFORMED GROUND RUN. OPS CK'ED GOOD."
1160881,3/2/17,3/2/17,N573ND,C172,7200,engine run rough,c_24,"AFTER START UP, ENGINE KEPT HESITATING EVERY 4-5 SECONDS.","AFTER START UP, ENGINE KEPT HESITATING EVERY 4-5 SECONDS.",3/2/17,7200,"PERFORMED GROUND RUN, OPS CK'ED GOOD."
1160893,3/2/17,3/2/17,N745ND,ARCH,7200,pilot/in-flight noticed issue,c_36,PILOT REPORTS START ASSIST.,PILOT REPORTS START ASSIST.,3/2/17,7200,STARTED A/C.
1160914,6/2/17,7/2/17,N563ND,C172,7230,baffle plug need repair/replace,c_6,BAFFLE PLUG WORN.,BAFFLE PLUG WORN.,6/2/17,7230,REMOVED & REPLACED BAFFLE PLUG.
1160938,6/2/17,6/2/17,N573ND,C172,7230,intake gasket leak/damage,c_28,"#2, 1 INTAKES LEAKING.","#2, 1 INTAKES LEAKING.",6/2/17,7230,REMOVED & REPLACED GASKETS.
1160938,6/2/17,6/2/17,N573ND,C172,7200,engine need repair/reinstall/clean,c_23,ENGINE COVER REMOVED FOR INSPECTION.,ENGINE COVER REMOVED FOR INSPECTION.,6/2/17,7200,INSTALLED ENGINE COVER.
1160956,7/2/17,8/2/17,N512ND,C172,7230,intake gasket leak/damage,c_28,#2 INTAKE GASKET LEAKING.,#2 INTAKE GASKET LEAKING.,7/2/17,7230,INSTALLED NEW INTAKE GASKET.
1160956,7/2/17,8/2/17,N512ND,C172,7230,baffle plug need repair/replace,c_6,ENGINE BAFFLE PLUG TANGS BROKEN.,ENGINE BAFFLE PLUG TANGS BROKEN.,7/2/17,7230,INSTALLED NEW BAFFLE PLUG.
1160957,7/2/17,7/2/17,N782ND,SEMI,7230,intake gasket leak/damage,c_28,L/H #4 INTAKE GASKET LEAKING.,L/H #4 INTAKE GASKET LEAKING.,7/2/17,7230,REMOVED & REPLACED W/ NEW GASKET.
1160957,7/2/17,7/2/17,N782ND,SEMI,7230,intake gasket leak/damage,c_28,R/H #4 INTAKE GASKET IS LEAKING.,R/H #4 INTAKE GASKET IS LEAKING.,7/2/17,7230,REMOVED & REPLACED W/ NEW GASKET.
1160957,7/2/17,7/2/17,N782ND,SEMI,7230,rocker cover leak/loose/damage,c_37,#3 ROCKER COVER GASKET LEAKING ON L/H ENGINE.,#3 ROCKER COVER GASKET LEAKING ON L/H ENGINE.,7/2/17,7230,REMOVED & REPLACED W/ NEW SILICONE GASKETS.
1160981,8/2/17,2/16/17,N593ND,SEMI,7230,intake gasket leak/damage,c_28,R/H ENG #4 CYL INTAKE LEAKS.,R/H ENG #4 CYL INTAKE LEAKS.,8/2/17,7230,REMOVED & REPLACED GASKET.
1160981,8/2/17,2/16/17,N593ND,SEMI,7230,oil cooler need maintenance,c_32,"R/H ENG HAS CRACKED 90* BRACKET FWD OIL COOLER, NEEDS STOP D","R/H ENG HAS CRACKED 90* BRACKET FWD OIL COOLER, NEEDS STOP D",10/2/17,7230,STOP DRILLED CRACK END.
1160981,8/2/17,2/16/17,N593ND,SEMI,7230,baffle crack/damage/loose/miss,c_4,"MANY CRACKS ON BAFFLING (#3 CYL) R/H ENG, BEHIND 90* BRACKET","MANY CRACKS ON BAFFLING (#3 CYL) R/H ENG, BEHIND 90* BRACKET",9/2/17,7230,REMOVED BAFFLE ASSY & CLEANED AREA.
1160981,8/2/17,2/16/17,N593ND,SEMI,7230,baffle tie/tie rod loose or damage,c_11,L/H ENG BAFFLE TIE ROD WIRE HITTING BOTH O/B CLAMPS.,L/H ENG BAFFLE TIE ROD WIRE HITTING BOTH O/B CLAMPS.,2/14/17,7230,DAMAGE NEG. ADJUSTED TOWARD I/B & ADJ CLAMPS OUT OF THE
1160981,8/2/17,2/16/17,N593ND,SEMI,7230,baffle crack/damage/loose/miss,c_4,"MANY CRACKS ON BAFFLING (#3 CYL) R/H ENG, BEHIND 90* BRACKET","MANY CRACKS ON BAFFLING (#3 CYL) R/H ENG, BEHIND 90* BRACKET",10/2/17,7230,INSTALLED NEW BAFFLE SECTION. CLEANED SCAT TUBE.
1160981,8/2/17,2/16/17,N593ND,SEMI,7230,oil cooler need maintenance,c_32,L/H ENG HAS CRACKED 90* BRACKET BY (FWD OF) OIL COOLER - PAS,L/H ENG HAS CRACKED 90* BRACKET BY (FWD OF) OIL COOLER - PAS,8/2/17,7230,REPLACED W/ SERVICEABLE BRACKET FROM L/H ENG BAFFLE.
1160983,8/2/17,8/2/17,N568ND,C172,7230,intake gasket leak/damage,c_28,#3 & 4 INTAKE GASKETS ARE LEAKING.,#3 & 4 INTAKE GASKETS ARE LEAKING.,8/2/17,7230,REPLACED BOTH GASKETS.
1160983,8/2/17,8/2/17,N568ND,C172,7230,baffle plug need repair/replace,c_6,BAFFLE PLUGS NEED TO BE REPLACED.,BAFFLE PLUGS NEED TO BE REPLACED.,8/2/17,7230,INSTALLED NEW BAFFLE PLUGS.
1160993,8/2/17,8/2/17,N781ND,SEMI,7200,engine/propeller overspeed or damage,c_26,L/H ENGINE OVERSPEED ON TAKE OFF & CLIMB; 2720-2730. COULD H,L/H ENGINE OVERSPEED ON TAKE OFF & CLIMB; 2720-2730. COULD H,8/2/17,7200,REMOVED SD CARD & READ. 2733.2 RPM HIGHEST RECORDING. L
1160998,8/2/17,9/2/17,N548ND,C172,7230,baffle rivet loose/miss/damage,c_7,RIVET LOOSE ON L/H BAFFLE.,RIVET LOOSE ON L/H BAFFLE.,8/2/17,7230,TIGHTENED RIVET.
1160998,8/2/17,9/2/17,N548ND,C172,7230,rocker cover leak/loose/damage,c_37,"#2, 4 ROCKER BOX LEAKING.","#2, 4 ROCKER BOX LEAKING.",8/2/17,7230,REMOVED & REPLACED GASKETS.
1161022,8/2/17,9/2/17,N782ND,SEMI,7200,engine need repair/reinstall/clean,c_23,LEFT ENGINE WOULD NOT START. LEFT ENGIEN COVER WAS NOT PUT O,LEFT ENGINE WOULD NOT START. LEFT ENGIEN COVER WAS NOT PUT O,9/2/17,7200,"STARTED & RAN ENGINE L/H, ALL SYSTEMS W/IN PARAMETERS."
1161086,10/2/17,10/2/17,N550ND,C172,7230,intake tube/bolt/seal/boot loose or damage,c_29,#4 INTAKE TUBE GASKET LEAKING.,#4 INTAKE TUBE GASKET LEAKING.,10/2/17,7230,REMOVED & REPLACED GASKET.
1161107,10/2/17,10/2/17,N529ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 CYL NEEDS NEW GASKET ON ROCKER BOX.,#2 CYL NEEDS NEW GASKET ON ROCKER BOX.,10/2/17,7230,REMOVED & REPLACED GASKET.
1161117,10/2/17,10/2/17,N526ND,C172,7200,engine run rough,c_24,"ON DOWN WIND, HAD REDUCTION IN POWER FOLLOWED BY ROUGH VIBRA","ON DOWN WIND, HAD REDUCTION IN POWER FOLLOWED BY ROUGH VIBRA",10/2/17,7200,"RAN A/C, ALL CHECKS GOOD. DOWN LOADED CARD DATA & FOUND"
1161138,12/2/17,12/2/17,N731ND,ARCH,7200,aircraft start/external issue,c_1,"DURING TAXI, STARTED TO SMELL HEAVY FUMES, CO WARNING CAME O","DURING TAXI, STARTED TO SMELL HEAVY FUMES, CO WARNING CAME O",12/2/17,7200,"RAN UP A/C, UNABLE TO DUPLICATE DISCREPANCY."
1161139,12/2/17,12/2/17,N745ND,ARCH,7200,engine run rough,c_24,CO LEVEL HIGH WARNING CAME ON WHILE TAXIING.,CO LEVEL HIGH WARNING CAME ON WHILE TAXIING.,12/2/17,7200,"RAN A/C, ALL CHECKS GOOD. NO CO WARNING."
1161144,12/2/17,12/2/17,N680ND,SEMI,550,engine idle/rpm issue,c_22,"OVERSPED PROP DURING MANUEVERS, 30 RPM.","OVERSPED PROP DURING MANUEVERS, 30 RPM.",12/2/17,7200,DOWNLOADED CARD DATA & FOUND 2740 PEAK RPM. NO FURTHER
1161147,2/13/17,2/14/17,N522ND,C172,7230,intake gasket leak/damage,c_28,#4 INTAKE GASKET LEAKING.,#4 INTAKE GASKET LEAKING.,2/13/17,7230,REMOVED & REPLACED GASKET.
1161147,2/13/17,2/14/17,N522ND,C172,7230,baffle rivet loose/miss/damage,c_7,TAB ON #3 CYL AFT BAFFLE RIVETS SHEARED OFF.,TAB ON #3 CYL AFT BAFFLE RIVETS SHEARED OFF.,2/13/17,7230,REMOVED & REPLACED RIVETS.
1161147,2/13/17,2/14/17,N522ND,C172,7230,cylinder compression issue,c_13,#3 CYL LOW COMPRESSION (48/80).,#3 CYL LOW COMPRESSION (48/80).,2/13/17,7230,GROUND VALVES & STARTED GRINDING VALVE SEATS.
1161147,2/13/17,2/14/17,N522ND,C172,7230,baffle rivet loose/miss/damage,c_7,"LOOSE RIVETS, R/H FWD BAFFLE SEAL.","LOOSE RIVETS, R/H FWD BAFFLE SEAL.",2/13/17,7230,REMOVED RIVETS & REPLACED W/ NUTS & SCREWS.
1161147,2/13/17,2/14/17,N522ND,C172,7230,cylinder compression issue,c_13,#3 CYL LOW COMPRESSION (48/80).,#3 CYL LOW COMPRESSION (48/80).,2/13/17,7230,"PERFORMED COMPRESSION TEST, FOUND #3 CYL @ 48 PSI. STAK"
1161147,2/13/17,2/14/17,N522ND,C172,7230,cylinder compression issue,c_13,#3 CYL LOW COMPRESSION (48/80).,#3 CYL LOW COMPRESSION (48/80).,2/14/17,7230,FINISHED GROUNDING VALVE SEATS & FITTING VALVES INTO SE
1161147,2/13/17,2/14/17,N522ND,C172,7230,cylinder compression issue,c_13,#3 CYL LOW COMPRESSION (48/80).,#3 CYL LOW COMPRESSION (48/80).,2/14/17,7230,INSTALLED BAFFLES & ALL NECESSARY PARTS FOR #3 CYLINDER
1161151,2/13/17,2/13/17,N785ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENGINE #2 INTAKE LEAKS.,L/H ENGINE #2 INTAKE LEAKS.,2/13/17,7230,REPLACED GASKET.
1161188,2/13/17,2/13/17,N558ND,C172,7230,rocker cover leak/loose/damage,c_37,#4 ROCKER BOX COVER LEAKING.,#4 ROCKER BOX COVER LEAKING.,2/13/17,7230,REMOVED & REPLACED GASKET.
1161226,2/14/17,2/14/17,N697ND,SEMI,7230,intake gasket leak/damage,c_28,#2 & 4 INTAKES LEAKING ON R/H ENGINE.,#2 & 4 INTAKES LEAKING ON R/H ENGINE.,2/14/17,7230,REMOVED & REPLACED GASKETS.
1161226,2/14/17,2/14/17,N697ND,SEMI,7230,intake gasket leak/damage,c_28,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.","INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",2/14/17,7230,REMOVED & REPLACED GASKETS.
1161227,2/14/17,2/15/17,N559ND,C172,7230,intake gasket leak/damage,c_28,#1 INTAKE LEAKING.,#1 INTAKE LEAKING.,2/14/17,7230,REMOVED & REPLACED GASKET.
1161227,2/14/17,2/15/17,N559ND,C172,7230,cylinder compression issue,c_13,#4 CYLINDER COMPRESSION @ 45/80.,#4 CYLINDER COMPRESSION @ 45/80.,2/15/17,7230,OPS & LEAK CK'ED GOOD.
1161227,2/14/17,2/15/17,N559ND,C172,7230,cylinder compression issue,c_13,#4 CYLINDER COMPRESSION @ 45/80.,#4 CYLINDER COMPRESSION @ 45/80.,2/15/17,7230,FOUND EXHAUST VALVE BURNT & GUIDE WORN.
1161227,2/14/17,2/15/17,N559ND,C172,7230,cylinder compression issue,c_13,#4 CYLINDER COMPRESSION @ 45/80.,#4 CYLINDER COMPRESSION @ 45/80.,2/14/17,7230,STAKED VALVES. CYLINDER STAYED @ 45/80. REMOVED BAFFLES
1161227,2/14/17,2/15/17,N559ND,C172,7230,cylinder compression issue,c_13,#4 CYLINDER COMPRESSION @ 45/80.,#4 CYLINDER COMPRESSION @ 45/80.,2/15/17,7230,INSTALLED NEW CYL ASSY & TORQUED TO CASE. DRY TAPPET CL
1161229,2/14/17,2/14/17,N783ND,SEMI,7200,engine need repair/reinstall/clean,c_23,UNABLE TO START L/H ENGINE.,UNABLE TO START L/H ENGINE.,2/14/17,7200,STARTED ENGINE & WARMED. INSTALLED ENGINE BLANKET.
1161240,2/15/17,10/3/17,N585ND,SEMI,7230,intake gasket leak/damage,c_28,L/H ENG #4 INTAKE GASKET LEAKING.,L/H ENG #4 INTAKE GASKET LEAKING.,2/16/17,7230,INSTALLED NEW INTAKE GASKET.
1161240,2/15/17,10/3/17,N585ND,SEMI,7230,intake gasket leak/damage,c_28,"R/H ENG #3, 4 INTAKE GASKETS LEAKING.","R/H ENG #3, 4 INTAKE GASKETS LEAKING.",2/16/17,7230,REMOVED & REPLACED INTAKE GASKETS.
1161246,2/15/17,2/15/17,N7364H,H30G,7230,rocker cover leak/loose/damage,c_37,ROCKER COVER SCREW MISSING.,ROCKER COVER SCREW MISSING.,2/15/17,7230,INSTALLED ROCKER COVER SCREW ON #2 CYL.
1161261,2/15/17,2/22/17,N654ND,C172,7200,cylinder/exhaust push rod/tube damage,c_17,EVIDENCE OF SEEPAGE @ #3 PUSH ROD EXHAUST TUBE.,EVIDENCE OF SEEPAGE @ #3 PUSH ROD EXHAUST TUBE.,2/15/17,7230,LEAK CK GOOD.
1161261,2/15/17,2/22/17,N654ND,C172,7200,cylinder/exhaust push rod/tube damage,c_17,EVIDENCE OF SEEPAGE @ #3 PUSH ROD EXHAUST TUBE.,EVIDENCE OF SEEPAGE @ #3 PUSH ROD EXHAUST TUBE.,2/15/17,7200,REPLACED EXHAUST PUSH ROD TUBE SEALS.
1161262,2/15/17,2/15/17,N565ND,C172,7230,rocker cover leak/loose/damage,c_37,#2 ROCKER COVER LEAKING.,#2 ROCKER COVER LEAKING.,2/15/17,7230,REMOVED & REPLACED GASKET.
1161304,2/16/17,2/16/17,N781ND,SEMI,7230,intake gasket leak/damage,c_28,#3 INTAKE LEAKING ON R/H ENGINE.,#3 INTAKE LEAKING ON R/H ENGINE.,2/16/17,7230,REMOVED & REPLACED GASKET.
1161330,2/17/17,2/17/17,N567ND,C172,7230,rocker cover leak/loose/damage,c_37,#3 ROCKER GASKET IS LEAKING.,#3 ROCKER GASKET IS LEAKING.,2/17/17,7230,REPLACED GASKET.
1161330,2/17/17,2/17/17,N567ND,C172,7230,baffle plug need repair/replace,c_6,BOTH SIDE BAFFLES NEED BAFFLE PLUG PATCHES.,BOTH SIDE BAFFLES NEED BAFFLE PLUG PATCHES.,2/17/17,7230,INSTALLED PATCHES.
1161330,2/17/17,2/17/17,N567ND,C172,7230,baffle seal loose/damage,c_9,#1 FRONT BAFFLE SEAL IS LOOSE.,#1 FRONT BAFFLE SEAL IS LOOSE.,2/17/17,7230,SECURED BAFFLE SEAL W/ POP RIVETS.
1161349,2/17/17,2/17/17,N586ND,SEMI,7230,intake gasket leak/damage,c_28,#2 & 4 INTAKES LEAKING ON L/H ENGINE.,#2 & 4 INTAKES LEAKING ON L/H ENGINE.,2/17/17,7230,REMOVED & REPLACED GASKETS.
1161363,2/18/17,2/18/17,N547ND,C172,7200,engine run rough,c_24,ROUGH ENGINE.,ROUGH ENGINE.,2/18/17,7200,"RAN A/C, WARMED TO OPERATING TEMPERATURE, NO DEFECTS NO"
1161367,2/18/17,2/18/17,N590ND,SEMI,7200,engine run rough,c_24,"DURING RUN UP, L/H MAG DROP OUTSIDE OF STANDARDS. WAS ABLE T","DURING RUN UP, L/H MAG DROP OUTSIDE OF STANDARDS. WAS ABLE T",2/18/17,7200,"RAN UP A/C, AT MULTIPLE POWER SETTINGS, NO DEFECTS NOTE"
1161369,2/18/17,2/20/17,N574ND,C172,7200,engine run rough,c_24,"DURING START UP, ENGINE STARTED BUT RAN VERY ROUGH & WOULD N","DURING START UP, ENGINE STARTED BUT RAN VERY ROUGH & WOULD N",2/18/17,7200,"RAN A/C, CONFIRMED DISCREP. PERFORMED COMPRESSION CK (#"
1161369,2/18/17,2/20/17,N574ND,C172,7200,engine run rough,c_24,"DURING START UP, ENGINE STARTED BUT RAN VERY ROUGH & WOULD N","DURING START UP, ENGINE STARTED BUT RAN VERY ROUGH & WOULD N",2/20/17,7230,DISASSEMBLED EXHAUST VALVES & SPRINGS. REAMED EXHAUST G
1161376,2/19/17,3/20/17,N590ND,SEMI,7230,baffle tie/tie rod loose or damage,c_11,"BAFFLE TIE ROD BROKEN, LEFT SIDE.","BAFFLE TIE ROD BROKEN, LEFT SIDE.",3/20/17,7230,REPLACED BAFFLE TIE ROD.
1161376,2/19/17,3/20/17,N590ND,SEMI,7930,oil leak/pressure issue,c_34,OIL PRESSURE READ 100-105 PSI IN TRAFFIC PATTERN.,OIL PRESSURE READ 100-105 PSI IN TRAFFIC PATTERN.,3/20/17,7200,"COMPLETED ENGINE ASSEMBLY, SERVICED W/ OIL."
1161376,2/19/17,3/20/17,N590ND,SEMI,7930,oil leak/pressure issue,c_34,OIL PRESSURE READ 100-105 PSI IN TRAFFIC PATTERN.,OIL PRESSURE READ 100-105 PSI IN TRAFFIC PATTERN.,3/16/17,7200,DISASSEMBLED ENGINE TO ALLOW ACCESS TO ACCESSORY CASE.
1161376,2/19/17,3/20/17,N590ND,SEMI,7930,oil leak/pressure issue,c_34,OIL PRESSURE READ 100-105 PSI IN TRAFFIC PATTERN.,OIL PRESSURE READ 100-105 PSI IN TRAFFIC PATTERN.,3/17/17,7200,INSTALLED SERVICEABLE ACCESSORY CASE. TORQUED TO ENGINE
1161376,2/19/17,3/20/17,N590ND,SEMI,7930,oil leak/pressure issue,c_34,OIL PRESSURE READ 100-105 PSI IN TRAFFIC PATTERN.,OIL PRESSURE READ 100-105 PSI IN TRAFFIC PATTERN.,3/20/17,7200,"RAN A/C, OPS & LEAK CK GOOD. OIL PRESSURE 89 PSI @ FULL"
1161391,2/20/17,2/20/17,N695ND,SEMI,7200,engine run rough,c_24,"ON FLIGHT, L/H ALT INDICATES ZERO.","ON FLIGHT, L/H ALT INDICATES ZERO.",2/20/17,7200,"RAN A/C, ALTERNATORS CK NORMALLY."
1161398,2/20/17,2/21/17,N513ND,C172,7230,intake gasket leak/damage,c_28,CYL #2 INTAKE GASKET LEAKING.,CYL #2 INTAKE GASKET LEAKING.,2/21/17,7230,REPLACED GASKET.
1161405,2/20/17,2/21/17,N538ND,C172,7200,cylinder/exhaust push rod/tube damage,c_17,#3 CYL EXHAUST PUSH ROD SHROUD NEEDS NEW ADEL CLAMP.,#3 CYL EXHAUST PUSH ROD SHROUD NEEDS NEW ADEL CLAMP.,2/21/17,7200,REMOVED & REPLACED CLAMP.
1161405,2/20/17,2/21/17,N538ND,C172,7200,engine seal/tube/bolt loose or damage,c_25,NEED BOTH PUSH ROD SHROUD TUBE SEALS.,NEED BOTH PUSH ROD SHROUD TUBE SEALS.,2/20/17,7200,REMOVED 2 PUSH ROD SHROUD TUBE SEALS FROM OVERHAUL KIT.
1161405,2/20/17,2/21/17,N538ND,C172,7200,engine run rough,c_24,"ENGINE RAN ROUDH, IDLE LOW, WOULDN'T GO TO FULL POWER.","ENGINE RAN ROUDH, IDLE LOW, WOULDN'T GO TO FULL POWER.",2/20/17,7200,GROUND & LAPPED INTAKE VALVE & SEAT. INSTALLED CYL NUTS
1161405,2/20/17,2/21/17,N538ND,C172,7200,engine run rough,c_24,"ENGINE RAN ROUDH, IDLE LOW, WOULDN'T GO TO FULL POWER.","ENGINE RAN ROUDH, IDLE LOW, WOULDN'T GO TO FULL POWER.",2/20/17,7200,"PERFORMED COMPRESSION TEST, FOUND #3 CYL TO HAVE LOW CO"
1161405,2/20/17,2/21/17,N538ND,C172,7200,engine run rough,c_24,"ENGINE RAN ROUDH, IDLE LOW, WOULDN'T GO TO FULL POWER.","ENGINE RAN ROUDH, IDLE LOW, WOULDN'T GO TO FULL POWER.",2/21/17,7200,FINISHED CYLINDER INSTALLATION. PERFORMED DRY TAPPET CL
1161412,2/21/17,2/24/17,N680ND,SEMI,7230,intake gasket leak/damage,c_28,"R/H ENG #2, 3, 4 INTAKE GASKETS LEAKING.","R/H ENG #2, 3, 4 INTAKE GASKETS LEAKING.",2/21/17,7230,REPLACED GASKETS.
1161412,2/21/17,2/24/17,N680ND,SEMI,7230,intake gasket leak/damage,c_28,"L/H ENG #2, 3, 4 INTAKE GASKETS ARE LEAKING.","L/H ENG #2, 3, 4 INTAKE GASKETS ARE LEAKING.",2/21/17,7230,REPLACED GASKETS.
1161412,2/21/17,2/24/17,N680ND,SEMI,7230,cylinder compression issue,c_13,R/H ENG #4 CYL COMPRESSION 40/80.,R/H ENG #4 CYL COMPRESSION 40/80.,2/22/17,7230,REMOVED CYLINDER. DRAINED & CLEANED LIFTERS.
1161412,2/21/17,2/24/17,N680ND,SEMI,7230,cylinder compression issue,c_13,R/H ENG #4 CYL COMPRESSION 40/80.,R/H ENG #4 CYL COMPRESSION 40/80.,2/23/17,7230,INSTALLED NEW CYL ASSY. BEGAN INSTALLING BAFFLES.
1161412,2/21/17,2/24/17,N680ND,SEMI,7230,cylinder compression issue,c_13,R/H ENG #3 CYL COMPRESSION 59/80.,R/H ENG #3 CYL COMPRESSION 59/80.,2/22/17,7230,REMOVED BAFFLES & CYLINDER. DRAINED & CLEANED LIFTERS.
1161412,2/21/17,2/24/17,N680ND,SEMI,7230,cylinder compression issue,c_13,R/H ENG #3 CYL COMPRESSION 59/80.,R/H ENG #3 CYL COMPRESSION 59/80.,2/23/17,7230,INSTALLED NEW CYLINDER ASSY. BEGAN INSTALLING BAFFLES.
1161412,2/21/17,2/24/17,N680ND,SEMI,7230,cylinder compression issue,c_13,R/H ENG #3 CYL COMPRESSION 59/80.,R/H ENG #3 CYL COMPRESSION 59/80.,2/24/17,7230,COMPLETED INSTALLATION OF BAFFLES & EXHAUST SYSTEM. RAN
1161412,2/21/17,2/24/17,N680ND,SEMI,7230,cylinder compression issue,c_13,R/H ENG #4 CYL COMPRESSION 40/80.,R/H ENG #4 CYL COMPRESSION 40/80.,2/24/17,7230,"COMPLETED INSTALLATION OF BAFFLES & EXHAUST. RAN ENG, O"
1161418,2/21/17,2/22/17,N547ND,C172,7230,baffle plug need repair/replace,c_6,L/H BAFFLE PLUG BROKEN.,L/H BAFFLE PLUG BROKEN.,2/22/17,7230,REMOVED & REPLACED W/ NEW PLUG.
1161418,2/21/17,2/22/17,N547ND,C172,7230,engine run rough,c_24,"DURING ENGINE START, ENGINE WAS RUNNING VERY ROUGH. WENT THR","DURING ENGINE START, ENGINE WAS RUNNING VERY ROUGH. WENT THR",2/22/17,7230,LEAK & OPS CK GOOD.
1161418,2/21/17,2/22/17,N547ND,C172,7230,engine run rough,c_24,"DURING ENGINE START, ENGINE WAS RUNNING VERY ROUGH. WENT THR","DURING ENGINE START, ENGINE WAS RUNNING VERY ROUGH. WENT THR",2/21/17,7230,"RAN UP A/C, CONFIRMED DISCREP. REVIEWED FDM DATA, FOUND"
1161418,2/21/17,2/22/17,N547ND,C172,7230,engine run rough,c_24,"DURING ENGINE START, ENGINE WAS RUNNING VERY ROUGH. WENT THR","DURING ENGINE START, ENGINE WAS RUNNING VERY ROUGH. WENT THR",2/22/17,7230,"REAMED REMAINING CYL EXHAUST GUIDES & REASSEMBLED, INST"
1161452,2/22/17,2/24/17,N2183S,H30G,7200,sniffler valve need maintenance,c_38,SNIFFLER VALVES DIRTY.,SNIFFLER VALVES DIRTY.,2/22/17,7200,CLEANED SNIFFLER VALVES.
